ID,Age,Height,Weight,Position,PreferredFoot,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,STRating,LWRating,LFRating,CFRating,RFRating,RWRating,CAMRating,LMRating,CMRating,RMRating,LWBRating,CDMRating,RWBRating,LBRating,CBRating,RBRating,GKRating,Prospect
TRAIN_2125,19,175,76,ST,Right,High,Medium,5.5072,7.1053,4.4118,6.2121,2.8947,4.918,5.4545,6.9231,6.9318,5.6627,8.1609,7.1739,4.8276,6.2222,4.4048,7.3034,7.2289,5.3659,6.8421,6.4062,7.0667,7.8947,6.8493,6.0494,4.6479,8.046,5.7647,4.2045,7.0213,6.0714,6.6279,6.0241,2.809,3.4483,2.8571,0.6818,0.4545,1.0989,0.8989,0.7955,6.9863,6.8421,6.8421,6.8421,6.8421,6.8421,6.6667,6.4865,6.0274,6.4865,5.2113,4.7143,5.2113,5.0,4.3056,5.0,0.875,0
TRAIN_2126,21,186,76,GK,Right,Medium,Medium,3.3333,4.2105,4.2647,3.0303,1.0526,2.2951,0.4545,0.6593,0.7955,2.2892,0.4598,0.7609,0.5747,0.7778,0.8333,0.6742,1.5663,0.3659,2.8947,2.0312,4.0,3.0263,4.7945,0.9877,3.662,0.5747,2.1176,0.9091,0.3191,2.7381,0.6977,0.9639,0.4494,0.6897,0.7143,5.5682,5.2273,5.7143,4.7191,5.2273,0.274,0.5263,0.5263,0.5263,0.5263,0.5263,0.6667,0.2703,0.5479,0.2703,0.2817,0.4286,0.2817,0.2857,0.5556,0.2857,5.0,0
TRAIN_2127,19,170,53,CAM,Right,Medium,Medium,5.7971,5.3947,5.2941,5.6061,5.5263,4.2623,5.4545,5.3846,5.6818,6.8675,5.7471,6.8478,6.092,4.8889,6.5476,6.8539,6.6265,6.4634,5.5263,4.5312,7.2,6.0526,5.0685,5.9259,3.8028,6.3218,5.7647,5.9091,6.1702,6.0714,6.0465,5.1807,5.7303,6.2069,6.3095,0.7955,0.9091,1.3187,0.8989,0.7955,5.8904,6.3158,6.1842,6.1842,6.1842,6.3158,6.4,6.3514,6.4384,6.3514,6.4789,6.1429,6.4789,6.4286,5.8333,6.4286,0.875,1
TRAIN_2128,21,179,78,ST,Right,High,Medium,7.2464,6.1842,4.4118,5.1515,3.4211,7.0492,5.9091,6.9231,6.4773,5.1807,5.7471,6.3043,6.092,5.4444,4.7619,6.2921,7.8313,7.6829,6.9737,4.2188,6.9333,5.6579,7.6712,7.4074,6.9014,6.7816,6.5882,4.8864,6.383,5.7143,6.5116,4.8193,3.7079,3.6782,3.5714,1.25,0.5682,0.989,1.236,1.1364,6.4384,6.4474,6.1842,6.1842,6.1842,6.4474,6.1333,6.2162,5.4795,6.2162,5.493,4.8571,5.493,5.4286,4.8611,5.4286,1.0,0
TRAIN_2129,17,183,80,GK,Right,Medium,Medium,3.913,4.4737,3.5294,4.5455,1.8421,3.4426,0.5682,0.5495,0.6818,0.8434,0.3448,0.6522,0.9195,0.6667,1.3095,1.236,1.5663,1.9512,1.9737,2.0312,3.0667,2.5,3.9726,0.6173,2.9577,0.5747,1.1765,0.5682,0.4255,2.381,1.0465,3.1325,0.3371,0.4598,0.9524,6.0227,5.4545,5.1648,5.5056,6.3636,0.274,0.3947,0.3947,0.3947,0.3947,0.3947,0.5333,0.2703,0.411,0.2703,0.2817,0.1429,0.2817,0.2857,0.2778,0.2857,5.5,1
TRAIN_2130,18,173,68,CAM,Left,High,Medium,6.5217,4.6053,3.8235,5.4545,2.2368,2.7869,4.4318,5.6044,2.9545,5.3012,4.1379,6.5217,4.9425,3.8889,5.0,6.5169,6.988,7.0732,6.5789,3.4375,8.8,4.2105,4.6575,4.1975,2.5352,5.1724,5.2941,3.2955,5.5319,5.119,4.0698,5.0602,3.8202,2.2989,3.5714,1.1364,1.4773,1.4286,1.1236,1.0227,4.9315,5.7895,5.5263,5.5263,5.5263,5.7895,5.7333,5.5405,4.9315,5.5405,4.507,4.0,4.507,4.2857,3.3333,4.2857,1.125,1
TRAIN_2131,19,184,65,CAM,Right,Medium,Medium,7.6812,5.6579,5.1471,6.0606,2.5,3.7705,5.5682,6.9231,4.6591,6.988,4.4828,7.2826,4.4828,3.3333,5.9524,7.191,7.9518,8.1707,6.8421,4.375,5.0667,4.8684,5.7534,6.4198,3.2394,5.2874,4.2353,3.9773,7.1277,6.3095,6.2791,5.3012,2.809,2.9885,3.6905,1.0227,1.3636,1.0989,1.4607,1.0227,6.3014,6.9737,6.8421,6.8421,6.8421,6.9737,6.9333,6.8919,6.3014,6.8919,5.493,4.8571,5.493,5.2857,3.75,5.2857,1.25,0
TRAIN_2132,21,170,66,LB,Left,High,Medium,6.2319,3.2895,3.5294,5.6061,5.9211,3.2787,6.0227,4.5055,4.8864,5.3012,3.3333,6.5217,4.023,3.1111,3.8095,6.5169,7.1084,6.5854,7.5,4.5312,8.2667,3.0263,5.0685,6.2963,2.1127,3.3333,5.4118,6.25,5.8511,3.9286,3.7209,4.9398,6.1798,6.8966,6.6667,1.0227,0.6818,0.3297,0.6742,1.3636,4.7945,5.7895,5.3947,5.3947,5.3947,5.7895,5.3333,5.6757,5.2055,5.6757,6.4789,5.5714,6.4789,6.5714,5.6944,6.5714,0.875,0
TRAIN_2133,19,176,69,CM,Right,Medium,High,6.087,6.3158,6.1765,6.6667,7.2368,5.4098,5.3409,5.9341,6.4773,7.3494,8.2759,7.3913,5.977,6.3333,8.2143,7.3034,6.988,6.4634,7.2368,7.0312,7.4667,7.1053,4.9315,7.9012,4.6479,7.8161,5.6471,7.0455,5.9574,7.2619,5.9302,7.3494,7.6404,7.931,7.5,0.4545,1.0227,0.989,1.1236,0.4545,6.7123,6.9737,6.9737,6.9737,6.9737,6.9737,7.2,7.027,7.5342,7.027,7.6056,7.7143,7.6056,7.7143,7.0833,7.7143,1.0,0
TRAIN_2134,20,174,72,LB,Left,Medium,Medium,4.9275,1.7105,3.6765,3.3333,6.3158,4.4262,5.9091,1.978,5.9091,5.9036,2.069,4.4565,5.0575,3.4444,5.7143,5.7303,5.7831,5.7317,3.0263,4.6875,7.2,3.0263,7.6712,5.8025,3.662,3.2184,6.0,6.7045,4.3617,1.7857,4.3023,3.8554,6.8539,6.6667,7.5,1.1364,0.4545,0.8791,0.5618,0.5682,3.8356,4.4737,4.0789,4.0789,4.0789,4.4737,4.1333,4.7297,4.7945,4.7297,6.4789,6.0,6.4789,6.7143,6.3889,6.7143,0.75,0
TRAIN_2135,20,180,65,RWB,Right,Medium,High,6.5217,2.3684,3.5294,4.697,5.6579,4.5902,4.7727,2.6374,4.3182,5.7831,2.4138,5.5435,3.908,3.0,4.7619,6.2921,7.3494,6.8293,7.3684,3.9062,5.8667,4.0789,5.3425,6.2963,3.9437,3.5632,5.8824,6.1364,4.4681,3.6905,3.3721,4.9398,6.6292,6.092,5.9524,0.7955,1.1364,1.3187,1.3483,1.0227,4.2466,5.1316,4.7368,4.7368,4.7368,5.1316,4.9333,5.1351,5.0685,5.1351,6.1972,5.7143,6.1972,6.2857,5.6944,6.2857,1.0,0
TRAIN_2136,21,177,75,CB,Right,Low,High,3.0435,2.6316,3.8235,4.697,6.0526,6.0656,3.4091,3.1868,5.9091,6.3855,2.8736,5.8696,3.2184,3.4444,5.8333,6.2921,6.0241,2.561,5.2632,5.0,7.2,3.9474,6.0274,6.0494,6.9014,2.9885,5.0588,6.7045,3.9362,4.2857,4.8837,5.0602,6.4045,6.6667,6.5476,1.0227,1.3636,0.989,1.3483,1.1364,4.3836,4.7368,4.6053,4.6053,4.6053,4.7368,4.9333,4.8649,5.4795,4.8649,5.9155,6.2857,5.9155,6.1429,6.3889,6.1429,1.25,0
TRAIN_2137,19,184,83,LM,Left,Medium,Medium,7.1014,4.3421,4.8529,5.6061,5.5263,6.8852,6.1364,4.8352,5.3409,6.2651,4.7126,6.9565,5.977,4.5556,4.6429,6.6292,7.4699,7.6829,6.5789,4.375,5.8667,4.8684,6.3014,7.5309,6.9014,5.1724,6.4706,6.25,5.9574,5.9524,4.3023,6.0241,5.9551,6.2069,6.1905,0.4545,1.25,0.6593,1.236,0.4545,5.7534,6.3158,6.0526,6.0526,6.0526,6.3158,6.1333,6.3514,6.0274,6.3514,6.7606,6.1429,6.7606,6.7143,6.25,6.7143,0.875,1
TRAIN_2138,18,176,73,CAM,Right,Medium,Medium,5.7971,3.8158,4.1176,5.303,2.1053,2.459,4.5455,4.6154,2.8409,5.1807,3.6782,6.413,5.2874,5.1111,4.881,6.7416,6.8675,6.0976,6.8421,3.9062,5.6,4.4737,3.8356,4.5679,2.6761,4.1379,3.6471,3.1818,4.8936,6.1905,4.5349,5.0602,3.0337,2.8736,3.0952,0.7955,0.6818,0.5495,0.4494,0.5682,4.6575,5.6579,5.3947,5.3947,5.3947,5.6579,5.6,5.5405,5.0685,5.5405,4.507,3.8571,4.507,4.1429,3.0556,4.1429,0.625,1
TRAIN_2139,20,184,78,GK,Right,Medium,Medium,4.7826,5.7895,5.0,4.697,3.1579,4.5902,0.7955,0.6593,0.9091,1.5663,0.5747,0.4348,1.0345,1.2222,1.9048,1.1236,1.6867,4.878,1.9737,3.9062,4.8,3.4211,5.3425,3.2099,2.8169,0.3448,0.9412,0.5682,0.5319,2.8571,1.1628,1.8072,0.4494,1.1494,1.0714,6.7045,6.5909,6.2637,6.2921,6.4773,0.6849,0.7895,0.9211,0.9211,0.9211,0.7895,0.9333,0.9459,0.9589,0.9459,1.1268,0.7143,1.1268,1.1429,0.6944,1.1429,6.375,0
TRAIN_2140,19,189,81,GK,Right,Medium,Medium,4.9275,5.7895,5.0,5.6061,2.8947,4.7541,0.2273,0.6593,0.5682,2.1687,0.6897,1.087,1.6092,0.6667,1.6667,1.6854,2.5301,2.9268,2.5,3.5938,3.3333,3.4211,5.2055,1.9753,4.6479,0.4598,1.5294,1.1364,0.9574,2.0238,1.0465,2.1687,1.1236,1.0345,0.7143,6.8182,6.5909,6.2637,6.4045,7.1591,0.9589,1.0526,1.0526,1.0526,1.0526,1.0526,1.0667,0.9459,1.0959,0.9459,0.9859,1.0,0.9859,1.0,0.9722,1.0,6.5,0
TRAIN_2141,19,182,79,CDM,Right,Medium,Medium,5.942,2.1053,5.8824,6.0606,6.7105,6.3934,6.5909,2.1978,6.5909,7.4699,3.4483,6.6304,4.023,4.6667,6.9048,7.4157,6.6265,6.5854,7.1053,5.1562,7.2,2.6316,7.1233,6.0494,6.6197,4.4828,6.8235,7.3864,4.5745,6.0714,2.907,6.506,6.8539,7.1264,7.1429,0.7955,0.4545,0.7692,1.3483,0.6818,4.7945,6.0526,5.5263,5.5263,5.5263,6.0526,6.1333,6.2162,6.5753,6.2162,7.3239,7.2857,7.3239,7.4286,7.0833,7.4286,0.875,0
TRAIN_2142,21,170,62,CAM,Right,Medium,Medium,6.8116,5.1316,5.5882,6.6667,4.8684,4.2623,5.2273,6.044,4.4318,7.1084,5.5172,7.3913,6.092,5.5556,6.4286,7.3034,7.3494,7.3171,8.1579,5.1562,8.4,4.8684,5.2055,8.1481,2.6761,4.9425,5.1765,6.5909,6.8085,7.0238,5.814,6.6265,4.6067,6.2069,4.6429,1.3636,1.0227,0.7692,1.0112,0.5682,6.0274,6.8421,6.7105,6.7105,6.7105,6.8421,6.9333,6.8919,6.9863,6.8919,6.6197,6.2857,6.6197,6.4286,5.2778,6.4286,1.0,0
TRAIN_2143,19,176,64,CAM,Right,Medium,Low,5.942,4.4737,4.4118,5.4545,1.1842,1.8033,4.7727,5.3846,2.7273,5.9036,4.1379,6.6304,4.1379,3.8889,4.881,6.8539,6.747,6.5854,5.6579,2.3438,7.2,4.8684,3.2877,5.4321,1.2676,4.5977,3.0588,2.3864,6.7021,6.4286,3.9535,6.1446,2.3596,2.069,1.9048,0.7955,0.7955,0.7692,1.236,0.5682,5.0685,6.0526,5.9211,5.9211,5.9211,6.0526,6.0,5.9459,5.3425,5.9459,4.2254,3.5714,4.2254,3.7143,2.2222,3.7143,0.625,1
TRAIN_2144,18,185,73,CAM,Right,High,Medium,5.5072,3.6842,3.2353,3.9394,3.6842,4.5902,3.75,3.956,5.0,5.3012,3.6782,5.4348,3.7931,3.3333,4.881,5.5056,6.6265,5.9756,6.0526,2.5,6.2667,4.6053,4.7945,5.679,4.7887,5.1724,5.1765,4.3182,5.5319,4.5238,3.8372,2.8916,4.0449,4.3678,4.881,0.6818,0.4545,1.4286,1.1236,0.5682,4.6575,5.0,4.8684,4.8684,4.8684,5.0,4.9333,4.8649,4.7945,4.8649,4.7887,4.5714,4.7887,4.8571,4.4444,4.8571,0.625,1
TRAIN_2145,20,183,76,RWB,Right,Medium,Medium,5.0725,5.0,5.2941,5.303,6.0526,5.4098,6.25,5.2747,6.0227,6.3855,4.8276,6.6304,5.6322,5.4444,6.3095,6.5169,5.7831,5.8537,5.5263,5.0,6.2667,5.3947,6.7123,6.9136,4.9296,6.2069,5.8824,6.4773,5.6383,5.9524,6.0465,5.5422,6.7416,6.3218,6.4286,0.5682,1.0227,0.7692,0.4494,0.7955,5.6164,6.0526,5.9211,5.9211,5.9211,6.0526,6.1333,6.2162,6.3014,6.2162,6.7606,6.4286,6.7606,6.7143,6.25,6.7143,0.75,0
TRAIN_2146,19,183,74,RM,Right,Medium,Medium,6.2319,3.9474,4.2647,5.4545,1.8421,2.9508,5.6818,4.7253,4.2045,6.2651,5.4023,6.9565,5.6322,3.4444,3.4524,6.6292,6.747,6.8293,6.7105,3.4375,6.4,4.4737,5.8904,4.4444,3.8028,4.023,2.3529,3.4091,5.0,5.0,3.7209,3.7349,3.1461,1.8391,2.5,1.4773,1.1364,0.3297,0.4494,1.3636,5.0685,5.9211,5.5263,5.5263,5.5263,5.9211,5.6,5.6757,4.7945,5.6757,4.6479,3.7143,4.6479,4.2857,3.0556,4.2857,1.0,1
TRAIN_2147,21,187,87,ST,Left,High,Low,7.1014,6.5789,5.0,5.9091,2.1053,6.0656,5.9091,7.1429,6.4773,6.3855,4.9425,7.1739,5.4023,5.4444,6.0714,6.8539,7.8313,7.439,6.0526,5.1562,6.8,6.3158,1.5068,6.4198,7.4648,7.2414,4.5882,2.8409,6.8085,5.4762,6.2791,6.3855,2.4719,2.5287,2.7381,1.4773,1.0227,0.8791,1.3483,1.25,6.8493,6.8421,6.7105,6.7105,6.7105,6.8421,6.6667,6.7568,6.0274,6.7568,5.0704,4.5714,5.0704,4.8571,3.8889,4.8571,1.375,0
TRAIN_2148,21,180,79,LWB,Left,Medium,Medium,5.7971,1.5789,1.9118,2.4242,4.6053,5.5738,3.9773,2.4176,4.5455,3.9759,2.6437,4.1304,2.8736,2.4444,2.381,4.0449,6.1446,6.8293,5.3947,3.2812,5.4667,2.2368,6.7123,7.037,5.9155,2.1839,4.4706,5.4545,3.617,3.3333,3.3721,2.5301,4.6067,5.5172,5.7143,1.0227,0.4545,0.7692,0.8989,1.4773,3.2877,3.8158,3.4211,3.4211,3.4211,3.8158,3.4667,3.9189,3.5616,3.9189,5.2113,4.4286,5.2113,5.2857,5.0,5.2857,0.875,0
TRAIN_2149,19,182,70,GK,Right,Medium,Medium,3.0435,5.0,4.1176,3.9394,0.7895,3.7705,0.4545,0.3297,1.0227,0.9639,0.6897,0.5435,0.9195,1.1111,2.0238,1.3483,0.6024,1.0976,0.3947,2.8125,2.8,2.8947,5.4795,1.7284,3.9437,0.3448,0.7059,2.5,0.5319,2.0238,0.4651,2.8916,0.6742,0.8046,0.8333,5.3409,5.9091,5.6044,5.7303,5.9091,0.274,0.2632,0.3947,0.3947,0.3947,0.2632,0.4,0.2703,0.6849,0.2703,0.7042,0.7143,0.7042,0.7143,0.8333,0.7143,5.5,0
TRAIN_2150,21,174,64,CAM,Right,Medium,Medium,6.5217,5.6579,6.0294,6.6667,4.2105,2.459,6.1364,6.3736,3.9773,7.1084,5.7471,7.5,6.6667,6.2222,6.6667,7.3034,7.3494,6.9512,8.6842,4.2188,7.6,5.3947,4.3836,5.679,1.6901,6.2069,4.0,5.5682,6.2766,6.7857,6.0465,5.9036,4.382,5.1724,4.7619,1.4773,1.3636,0.989,1.0112,0.3409,5.8904,6.9737,6.5789,6.5789,6.5789,6.9737,6.9333,6.8919,6.5753,6.8919,6.1972,5.7143,6.1972,6.0,4.5833,6.0,1.0,0
TRAIN_2151,21,185,74,CB,Right,Medium,Medium,3.3333,1.7105,2.5,2.4242,5.6579,4.918,3.4091,2.3077,6.1364,4.9398,3.1034,3.6957,3.1034,2.6667,4.0476,4.7191,4.8193,4.1463,3.9474,3.4375,5.7333,3.1579,5.6164,4.0741,5.9155,2.1839,5.7647,6.25,2.9787,3.4524,4.7674,4.3373,5.9551,6.2069,5.8333,0.4545,0.9091,0.7692,0.6742,0.4545,3.4247,3.4211,3.4211,3.4211,3.4211,3.4211,3.4667,3.5135,3.9726,3.5135,4.9296,5.1429,4.9296,5.2857,5.8333,5.2857,0.5,1
TRAIN_2152,18,177,63,RM,Right,High,Medium,6.9565,5.1316,4.8529,6.6667,5.6579,5.5738,5.0,5.4945,5.2273,6.506,4.023,7.3913,5.977,3.8889,6.0714,7.6404,7.4699,7.439,8.1579,5.0,7.3333,6.4474,6.0274,6.4198,5.2113,5.4023,6.7059,6.5909,6.0638,5.5952,6.1628,6.747,5.7303,6.7816,5.4762,1.3636,0.5682,0.5495,0.5618,1.3636,6.1644,6.7105,6.4474,6.4474,6.4474,6.7105,6.5333,6.6216,6.4384,6.6216,6.6197,6.4286,6.6197,6.7143,6.1111,6.7143,1.0,1
TRAIN_2153,20,184,76,CB,Right,Medium,Medium,4.3478,1.9737,3.2353,4.2424,7.2368,6.5574,2.9545,2.7473,6.9318,6.747,3.1034,5.2174,2.7586,3.4444,4.881,6.7416,4.2169,6.0976,2.8947,5.9375,4.8,3.4211,7.9452,5.0617,7.0423,2.1839,7.6471,7.7273,2.766,2.9762,4.3023,6.988,7.3034,7.5862,7.619,0.7955,1.25,0.6593,0.6742,0.6818,4.3836,4.4737,4.4737,4.4737,4.4737,4.4737,4.5333,4.5946,5.2055,4.5946,6.4789,6.8571,6.4789,6.8571,7.5,6.8571,1.0,0
TRAIN_2154,21,179,67,RM,Right,High,Medium,7.2464,4.0789,3.2353,4.697,1.5789,2.1311,5.5682,5.0549,2.9545,4.5783,3.6782,5.9783,4.1379,4.0,4.2857,5.7303,7.9518,7.561,6.5789,3.5938,6.9333,4.4737,3.1507,4.8148,1.831,4.023,3.7647,2.8409,4.4681,4.0476,4.7674,4.8193,3.0337,2.1839,1.7857,1.0227,1.3636,0.8791,1.1236,1.0227,4.5205,5.3947,5.0,5.0,5.0,5.3947,4.9333,5.2703,4.2466,5.2703,4.2254,3.2857,4.2254,4.0,2.5,4.0,1.0,0
TRAIN_2155,21,194,85,GK,Right,Medium,Medium,4.4928,4.6053,3.8235,3.3333,1.0526,4.5902,0.5682,0.3297,0.6818,1.9277,0.2299,0.2174,0.6897,0.8889,0.7143,1.573,1.5663,0.2439,1.9737,2.8125,0.6667,2.6316,1.3699,1.7284,5.0704,0.1149,1.4118,0.4545,0.5319,2.7381,0.9302,0.9639,0.5618,0.6897,0.7143,6.4773,5.5682,5.3846,6.2921,5.4545,0.411,0.3947,0.5263,0.5263,0.5263,0.3947,0.6667,0.4054,0.6849,0.4054,0.4225,0.5714,0.4225,0.4286,0.5556,0.4286,5.75,1
TRAIN_2156,21,180,78,RB,Right,Medium,Medium,5.5072,1.5789,1.9118,3.1818,4.7368,4.4262,4.3182,2.8571,4.4318,3.7349,2.1839,5.2174,2.5287,2.4444,2.0238,4.1573,6.506,5.9756,5.0,3.9062,6.0,1.1842,4.6575,6.0494,4.3662,2.4138,5.0588,5.2273,4.1489,3.4524,3.1395,3.9759,4.9438,5.8621,6.1905,0.4545,0.4545,0.7692,0.5618,0.7955,3.4247,4.2105,3.8158,3.8158,3.8158,4.2105,3.7333,4.1892,3.5616,4.1892,5.2113,4.2857,5.2113,5.4286,5.0,5.4286,0.5,0
TRAIN_2157,20,185,78,CB,Right,Medium,High,7.1014,2.3684,3.0882,3.9394,5.0,7.541,5.0,2.8571,5.6818,4.8193,3.2184,5.4348,3.1034,2.5556,3.9286,5.3933,7.7108,7.439,6.5789,3.5938,5.3333,3.5526,6.5753,6.6667,7.6056,3.2184,8.1176,5.4545,5.0,4.5238,2.7907,3.8554,5.9551,5.2874,5.5952,0.7955,1.1364,0.7692,1.0112,0.7955,4.5205,5.0,4.6053,4.6053,4.6053,5.0,4.6667,5.1351,4.6575,5.1351,5.7746,5.2857,5.7746,6.0,5.8333,6.0,0.875,1
TRAIN_2158,19,176,66,CAM,Right,Medium,Medium,5.5072,4.0789,4.1176,4.8485,3.8158,3.2787,3.6364,4.6154,4.3182,6.506,3.2184,6.3043,3.5632,3.3333,5.3571,6.4045,6.506,5.9756,5.1316,3.75,6.8,4.7368,5.2055,6.1728,2.3944,5.2874,4.7059,4.7727,5.6383,5.7143,4.0698,4.2169,3.8202,5.0575,4.5238,0.7955,0.7955,1.4286,1.0112,0.5682,4.9315,5.6579,5.5263,5.5263,5.5263,5.6579,5.7333,5.5405,5.7534,5.5405,5.2113,5.1429,5.2113,5.1429,4.3056,5.1429,0.75,0
TRAIN_2159,21,178,74,CAM,Right,Medium,Medium,5.0725,4.8684,4.1176,4.8485,4.3421,3.7705,3.4091,5.9341,4.6591,6.506,3.5632,6.1957,3.3333,3.1111,5.8333,6.4045,6.2651,5.6098,5.1316,5.0,6.4,4.2105,5.7534,5.5556,3.2394,5.7471,5.5294,6.4773,5.9574,5.4762,3.6047,4.4578,3.3708,5.7471,4.5238,0.6818,1.1364,0.8791,1.236,1.25,5.3425,5.7895,5.7895,5.7895,5.7895,5.7895,6.0,5.6757,6.0274,5.6757,5.493,5.5714,5.493,5.4286,5.0,5.4286,1.125,0
TRAIN_2160,20,178,71,CAM,Right,High,Medium,6.2319,5.6579,4.7059,6.6667,1.8421,4.4262,4.3182,6.7033,3.6364,6.747,4.5977,7.6087,5.0575,4.6667,5.7143,7.4157,7.3494,6.3415,8.5526,2.3438,8.5333,4.7368,6.7123,6.7901,3.5211,6.5517,5.6471,1.9318,5.9574,6.0714,4.8837,4.9398,3.4831,2.1839,3.2143,1.1364,0.5682,0.8791,0.4494,0.6818,5.7534,6.5789,6.3158,6.3158,6.3158,6.5789,6.6667,6.3514,5.8904,6.3514,4.6479,4.2857,4.6479,4.2857,3.3333,4.2857,0.5,1
TRAIN_2161,21,173,65,CAM,Left,High,Low,7.8261,6.7105,5.8824,7.4242,1.8421,3.7705,6.0227,6.8132,5.4545,7.1084,6.3218,8.1522,7.2414,6.0,6.1905,7.8652,8.4337,7.9268,9.0789,5.7812,8.5333,6.9737,5.6164,7.284,3.8028,7.5862,2.3529,3.0682,6.9149,7.0238,7.093,5.9036,3.2584,1.8391,1.5476,0.4545,0.7955,0.6593,0.5618,0.5682,6.9863,7.6316,7.3684,7.3684,7.3684,7.6316,7.6,7.4324,6.7123,7.4324,5.493,4.5714,5.493,5.0,3.3333,5.0,0.75,0
TRAIN_2162,17,162,60,CAM,Right,Medium,Low,3.7681,4.3421,3.5294,4.697,1.7105,1.3115,4.0909,5.6044,3.6364,5.3012,4.1379,6.087,4.2529,4.0,4.5238,5.9551,4.9398,4.7561,5.7895,3.9062,6.5333,4.2105,3.5616,3.9506,0.9859,4.023,3.7647,2.0455,5.1064,5.119,3.9535,4.9398,3.0337,2.5287,2.8571,0.3409,1.25,0.7692,0.3371,0.4545,4.5205,5.2632,5.1316,5.1316,5.1316,5.2632,5.2,5.0,4.6575,5.0,3.8028,3.4286,3.8028,3.5714,2.6389,3.5714,0.625,1
TRAIN_2163,21,185,67,CAM,Right,Medium,Medium,5.3623,3.2895,4.8529,4.5455,3.0263,2.7869,5.1136,3.8462,3.8636,6.506,5.5172,5.7609,5.4023,4.3333,6.4286,6.4045,6.506,5.8537,5.7895,2.8125,4.1333,4.3421,4.7945,3.9506,3.3803,3.4483,3.4118,2.2727,4.0426,5.2381,5.2326,4.8193,4.382,3.908,4.6429,0.6818,0.9091,0.4396,0.8989,0.5682,4.3836,5.2632,4.8684,4.8684,4.8684,5.2632,5.3333,5.2703,5.0685,5.2703,4.7887,4.4286,4.7887,4.5714,3.75,4.5714,0.625,0
TRAIN_2164,21,181,68,CAM,Left,Medium,Medium,5.942,3.6842,4.4118,5.6061,3.9474,3.6066,3.75,4.3956,4.5455,6.506,4.9425,6.7391,4.9425,4.1111,5.9524,6.6292,6.3855,6.7073,7.2368,4.375,6.5333,3.2895,5.0685,2.963,4.7887,4.1379,4.7059,5.4545,5.4255,5.7143,5.3488,5.5422,4.382,4.3678,4.2857,0.6818,0.5682,1.2088,0.6742,0.9091,4.9315,5.7895,5.5263,5.5263,5.5263,5.7895,6.0,5.6757,5.6164,5.6757,5.0704,5.1429,5.0704,5.0,4.7222,5.0,0.75,0
TRAIN_2165,21,177,68,RM,Right,Medium,Medium,6.8116,3.6842,4.1176,5.9091,2.1053,4.0984,5.5682,3.7363,4.4318,5.4217,4.3678,7.0652,4.4828,3.5556,4.881,6.6292,7.3494,7.3171,8.0263,4.0625,7.6,5.1316,4.3836,6.1728,4.9296,4.3678,2.5882,2.6136,5.6383,5.3571,5.5814,5.6627,3.0337,2.7586,3.2143,0.7955,0.7955,0.4396,1.4607,1.0227,5.0685,5.9211,5.6579,5.6579,5.6579,5.9211,5.7333,5.9459,5.2055,5.9459,4.9296,4.0,4.9296,4.5714,3.3333,4.5714,1.0,0
TRAIN_2166,21,188,78,ST,Left,Medium,Medium,6.3768,5.7895,4.1176,5.1515,3.5526,6.0656,4.3182,6.5934,6.4773,6.2651,5.4023,6.5217,4.2529,4.4444,5.3571,6.5169,6.8675,6.9512,6.4474,3.4375,4.6667,5.6579,6.1644,5.1852,7.4648,6.092,4.9412,4.2045,6.1702,5.0,5.6977,5.6627,3.4831,4.023,5.0,0.9091,0.4545,0.8791,1.3483,0.7955,6.1644,6.0526,6.0526,6.0526,6.0526,6.0526,6.0,5.9459,5.4795,5.9459,5.2113,4.8571,5.2113,5.1429,4.8611,5.1429,0.75,0
TRAIN_2167,20,175,70,RB,Right,High,High,7.5362,2.2368,5.2941,6.0606,6.5789,6.5574,6.7045,2.4176,5.7955,6.8675,2.1839,6.9565,5.6322,2.3333,6.3095,6.8539,7.8313,7.9268,8.0263,5.0,6.8,4.2105,6.4384,8.2716,4.9296,2.7586,8.2353,6.7045,6.7021,5.5952,3.4884,5.9036,6.7416,7.5862,7.2619,1.3636,0.6818,0.5495,1.3483,1.25,5.2055,6.3158,5.7895,5.7895,5.7895,6.3158,6.1333,6.6216,6.4384,6.6216,7.4648,7.0,7.4648,7.5714,6.9444,7.5714,1.125,0
TRAIN_2168,21,170,69,LB,Left,High,Medium,5.942,1.5789,3.6765,4.3939,5.5263,5.2459,5.1136,2.4176,4.7727,5.4217,2.069,5.4348,2.8736,3.2222,5.119,6.2921,6.3855,6.8293,5.2632,4.0625,6.6667,1.5789,5.6164,6.7901,5.0704,2.7586,5.2941,5.9091,5.1064,4.6429,3.4884,4.4578,6.1798,6.3218,5.9524,1.0227,0.3409,0.8791,1.4607,1.0227,3.9726,5.0,4.6053,4.6053,4.6053,5.0,4.9333,5.2703,5.2055,5.2703,6.1972,5.7143,6.1972,6.2857,5.6944,6.2857,0.875,0
